0;-0.000236
0.0041;-0.000236
0.0082;-0.000236
0.0123;-0.000236
0.0164;-0.000236
0.0205;-0.000236
0.0246;-0.000236
0.0287;-0.000236
0.0328;0.014107
0.0369;0.055772
0.041;0.117197
0.0451;0.185085
0.0492;0.251977
0.0533;0.315073
0.0574;0.375772
0.0615;0.439611
0.0656;0.513658
0.0697;0.603484
0.0738;0.71145
0.0779;0.836004
0.082;0.972945
0.0861;1.117277
0.0902;1.26549
0.0943000000000001;1.416842
0.0984000000000001;1.571957
0.1025;1.73394
0.1066;1.906386
0.1107;2.089597
0.1148;2.282614
0.1189;2.483207
0.123;2.686584
0.1271;2.891295
0.1312;3.09825
0.1353;3.307669
0.1394;3.524681
0.1435;3.753692
0.1476;3.996253
0.1517;4.252686
0.1558;4.51926
0.1599;4.792534
0.164;5.068153
0.1681;5.344279
0.1722;5.617789
0.1763;5.893003
0.1804;6.172318
0.1845;6.459109
0.1886;6.755096
0.1927;7.062441
0.1968;7.379218
0.2009;7.702897
0.205;8.030694
0.2091;8.361208
0.2132;8.693781
0.2173;9.028311
0.2214;9.366621
0.2255;9.710128
0.2296;10.058512
0.2337;10.412719
0.2378;10.771633
0.2419;11.133197
0.246;11.498321
0.2501;11.867344
0.2542;12.239977
0.2583;12.618501
0.2624;13.003369
0.2665;13.393654
0.2706;13.790908
0.2747;14.192921
0.2788;14.598816
0.2829;15.007646
0.287;15.416511
0.2911;15.826877
0.2952;16.239656
0.2993;16.656435
0.3034;17.081111
0.3075;17.512807
0.3116;17.952216
0.3157;18.398188
0.3198;18.848025
0.3239;19.301406
0.328;19.754786
0.3321;20.208909
0.3362;20.664703
0.3403;21.123973
0.3444;21.588474
0.3485;22.057802
0.3526;22.534267
0.3567;23.015509
0.3608;23.502184
0.3649;23.990614
0.369;24.480579
0.3731;24.971979
0.3772;25.466805
0.3813;25.964651
0.3854;26.467071
0.3895;26.972865
0.3936;27.482541
0.3977;27.9936
0.4018;28.506094
0.4059;29.019296
0.41;29.533815
0.4141;30.049498
0.4182;30.553672
0.4223;30.998582
0.4264;31.383197
0.4305;31.717811
0.4346;32.018422
0.4387;32.300302
0.4428;32.571247
0.4469;32.835746
0.451;33.089901
0.4551;33.32529
0.459199999999999;33.530321
0.463299999999999;33.696253
0.467399999999999;33.818934
0.471499999999999;33.89742
0.475599999999999;33.935844
0.479699999999999;33.944164
0.483799999999999;33.936772
0.487899999999999;33.923745
0.491999999999999;33.905857
0.496099999999999;33.877423
0.500199999999999;33.832164
0.504299999999999;33.769018
0.508399999999999;33.687647
0.512499999999999;33.593383
0.516599999999999;33.491914
0.520699999999999;33.387812
0.524799999999999;33.284841
0.528899999999999;33.182392
0.532999999999999;33.076063
0.537099999999999;32.957955
0.541199999999999;32.821234
0.545299999999999;32.661461
0.549399999999999;32.478857
0.553499999999999;32.275429
0.557599999999999;32.056594
0.561699999999999;31.831836
0.565799999999999;31.607398
0.569899999999999;31.388327
